"country_name","country_code","año","region","subregion","homicides_per_100000_ppl","gini","population_density","unemployment_percent_labor_force","net_national_income","gdp_growth_percent","drugs_use_disorders_deaths","alcohol_use_disorders_deaths","deaths_with_tobacco_as_risk_fact","deaths_with_drugs_as_risk_factor","deaths_with_alcohol_as_risk_fact","labor_force","police_officers_per_100000","public_order_and_safety_exp","general_gov_exp"
"Bahrain","BHR","2012","Asia","Western Asia","1","","1591","1","20827066587","4","3","5","443","23","54","699050","","",""
"Bahrain","BHR","2013","Asia","Western Asia","1","","1639","1","22381127545","5","3","5","445","23","55","722754","","",""
"Bahrain","BHR","2014","Asia","Western Asia","1","","1701","1","22822550385","4","3","5","456","24","56","742612","","",""
"Bahrain","BHR","2015","Asia","Western Asia","1","","1751","1","23705313737","2","3","5","484","25","57","768564","","",""
"Bahrain","BHR","2016","Asia","Western Asia","1","","1810","1","25128113234","4","3","5","516","26","59","802049","","",""
"Bahrain","BHR","2017","Asia","Western Asia","0","","1868","1","26353757004","4","3","6","559","26","61","837284","","",""
"Bahrain","BHR","2018","","","0","","1907","1","26007442792","2","3","6","606","28","65","860932","","",""
"Bahrain","BHR","2019","","","0","","1908","1","26591483983","2","3","6","663","28","69","864850","","",""
"Bahrain","BHR","2020","","","","","1882","2","24143510593","-5","","","","","","831368","","",""
"Bahrain","BHR","2021","","","","","","2","","2","","","","","","827146","","",""
"Bangladesh","BGD","1960","","","","","","","","","","","","","","","","",""
"Bangladesh","BGD","1961","","","","","399","","","6","","","","","","","","",""
"Bangladesh","BGD","1962","","","","","411","","","5","","","","","","","","",""
"Bangladesh","BGD","1963","","","","","423","","","-0","","","","","","","","",""
"Bangladesh","BGD","1964","","","","","436","","","11","","","","","","","","",""
"Bangladesh","BGD","1965","","","","","449","","","2","","","","","","","","",""
"Bangladesh","BGD","1966","","","","","463","","","3","","","","","","","","",""
"Bangladesh","BGD","1967","","","","","477","","","-2","","","","","","","","",""
"Bangladesh","BGD","1968","","","","","492","","","9","","","","","","","","",""
"Bangladesh","BGD","1969","","","","","506","","","1","","","","","","","","",""
"Bangladesh","BGD","1970","","","","","519","","","6","","","","","","","","",""
"Bangladesh","BGD","1971","","","","","525","","","-5","","","","","","","","",""
"Bangladesh","BGD","1972","","","","","533","","","-14","","","","","","","","",""
"Bangladesh","BGD","1973","","","","","547","","35736161044","3","","","","","","","","",""
"Bangladesh","BGD","1974","","","","","560","","35352159408","10","","","","","","","","",""
"Bangladesh","BGD","1975","","","","","574","","33674614220","-4","","","","","","","","",""
"Bangladesh","BGD","1976","","","","","587","","33952452376","6","","","","","","","","",""
"Bangladesh","BGD","1977","","","","","600","","33072594650","3","","","","","","","","",""
"Bangladesh","BGD","1978","","","","","615","","36027147764","7","","","","","","","","",""
"Bangladesh","BGD","1979","","","","","629","","38245784300","5","","","","","","","","",""
"Bangladesh","BGD","1980","","","","","645","","39019187043","1","","","","","","","","",""
"Bangladesh","BGD","1981","","","","","662","","43676796832","7","","","","","","","","",""
"Bangladesh","BGD","1982","","","","","680","","42709635734","2","","","","","","","","",""
"Bangladesh","BGD","1983","","","","26","699","","43737770982","4","","","","","","","","",""
"Bangladesh","BGD","1984","","","","","719","","44744630807","5","","","","","","","","",""
"Bangladesh","BGD","1985","","","","27","737","","48888940481","3","","","","","","","","",""
"Bangladesh","BGD","1986","","","","","755","","50806144531","4","","","","","","","","",""
"Bangladesh","BGD","1987","","","","","772","","52652937604","4","","","","","","","","",""
"Bangladesh","BGD","1988","","","","29","789","","54034041229","2","","","","","","","","",""
"Bangladesh","BGD","1989","","","","","806","","55395224313","3","","","","","","","","",""
"Bangladesh","BGD","1990","","","","","823","","59278168480","6","199","242","107171","717","5977","35655781","","",""
"Bangladesh","BGD","1991","","","","28","839","2","58439185803","3","186","231","99079","695","5895","36649013","","",""
"Bangladesh","BGD","1992","","","","","855","2","60388690578","5","191","235","98247","713","5895","37679443","","",""
"Bangladesh","BGD","1993","","","","","871","2","62226626561","5","193","236","97011","727","5970","38782427","","",""
"Bangladesh","BGD","1994","","","","","888","2","65492066246","4","195","237","95779","740","6050","39939213","","",""
"Bangladesh","BGD","1995","","","","33","905","2","67946878717","5","203","244","96750","765","6238","41130071","","",""
"Bangladesh","BGD","1996","","","","","921","3","69898955381","5","204","243","95195","774","6307","42245106","","",""
"Bangladesh","BGD","1997","","","","","938","3","71390949459","4","203","241","93335","777","6349","43410982","","",""
"Bangladesh","BGD","1998","","","","","955","3","74453959942","5","202","239","92159","778","6407","44642517","","",""
"Bangladesh","BGD","1999","","","","","974","3","77784929737","5","201","238","91369","781","6489","45916479","","",""
"Bangladesh","BGD","2000","","","3","33","992","3","82244573422","5","209","245","93608","808","6755","47201078","","",""
"Bangladesh","BGD","2001","","","3","","1012","4","86227244465","5","206","244","93663","811","6840","48437538","","",""
"Bangladesh","BGD","2002","","","3","","1030","4","89495888203","4","204","245","95650","823","7003","49645747","","",""
"Bangladesh","BGD","2003","","","3","","1049","4","93214620537","5","203","248","98179","841","7186","50817188","","",""
"Bangladesh","BGD","2004","","","3","","1066","4","100468078451","5","204","253","99283","864","7299","51973925","","",""
"Bangladesh","BGD","2005","","","3","33","1083","4","107066325611","7","212","262","102121","899","7498","53084730","","",""
"Bangladesh","BGD","2006","","","3","","1096","4","115560455579","7","221","271","105825","936","7716","53950191","","",""
"Bangladesh","BGD","2007","","","3","","1107","4","124081733331","7","225","277","107591","959","7827","54599226","","",""
"Bangladesh","BGD","2008","","","3","","1117","5","130620870440","6","224","277","107259","962","7781","55151452","","",""
"Bangladesh","BGD","2009","","","3","","1127","5","137740945674","5","227","279","107562","972","7802","55755783","","",""
"Bangladesh","BGD","2010","","","3","32","1140","3","146345077958","6","229","280","108629","981","7837","56625230","","",""
"Bangladesh","BGD","2011","","","3","","1154","4","153859509290","6","220","276","103495","970","7675","57602724","","",""
"Bangladesh","BGD","2012","","","3","","1168","4","163512918664","7","217","277","99978","985","7706","58662412","","",""
"Bangladesh","BGD","2013","","","3","","1183","4","172343946618","6","224","280","101625","1025","7958","59781775","","",""
"Bangladesh","BGD","2014","","","3","","1198","4","178985911370","6","243","285","106514","1088","8345","60904128","","",""
"Bangladesh","BGD","2015","","","3","","1212","4","190516253070","7","233","286","107841","1117","8606","62009867","","",""
"Bangladesh","BGD","2016","","","2","32","1228","4","171809338095","7","249","295","111744","1197","9076","63166278","","",""
"Bangladesh","BGD","2017","","","2","","1243","4","182290422421","7","271","305","120153","1290","9664","67164740","","",""
"Bangladesh","BGD","2018","","","2","","1257","4","199528014394","7","286","314","124547","1338","9899","68748317","","",""
"Bangladesh","BGD","2019","","","","","1272","4","229891677239","8","299","322","129055","1384","10147","70248866","","",""
"Bangladesh","BGD","2020","","","","","1286","5","241419106001","3","","","","","","70940009","","",""
"Bangladesh","BGD","2021","","","","","","5","","7","","","","","","72549159","","",""
"Barbados","BRB","1960","","","","","","","","","","","","","","","","",""
"Barbados","BRB","1961","","","","","543","","","","","","","","","","","",""
"Barbados","BRB","1962","","","","","546","","","","","","","","","","","",""
"Barbados","BRB","1963","","","","","549","","","","","","","","","","","",""
"Barbados","BRB","1964","","","","","551","","","","","","","","","","","",""
"Barbados","BRB","1965","","","","","553","","","","","","","","","","","",""
"Barbados","BRB","1966","","","","","555","","","","","","","","","","","",""
"Barbados","BRB","1967","","","","","556","","","","","","","","","","","",""
"Barbados","BRB","1968","","","","","558","","","","","","","","","","","",""
"Barbados","BRB","1969","","","","","560","","","","","","","","","","","",""
"Barbados","BRB","1970","","","","","561","","","","","","","","","","","",""
"Barbados","BRB","1971","","","","","564","","","","","","","","","","","",""
"Barbados","BRB","1972","","","","","566","","","","","","","","","","","",""
"Barbados","BRB","1973","","","","","569","","","","","","","","","","","",""
"Barbados","BRB","1974","","","","","572","","","","","","","","","","","",""
"Barbados","BRB","1975","","","","","575","","","-2","","","","","","","","",""
"Barbados","BRB","1976","","","","","578","","","4","","","","","","","","",""
"Barbados","BRB","1977","","","","","581","","","4","","","","","","","","",""
"Barbados","BRB","1978","","","","","584","","","5","","","","","","","","",""
"Barbados","BRB","1979","","","","","587","","","8","","","","","","","","",""
"Barbados","BRB","1980","","","","","590","","","4","","","","","","","","",""
"Barbados","BRB","1981","","","","","592","","","-2","","","","","","","","",""
"Barbados","BRB","1982","","","","","595","","","-5","","","","","","","","",""
"Barbados","BRB","1983","","","","","597","","","1","","","","","","","","",""
"Barbados","BRB","1984","","","","","598","","","4","","","","","","","","",""
"Barbados","BRB","1985","","","","","600","","","1","","","","","","","","",""
"Barbados","BRB","1986","","","","","601","","","5","","","","","","","","",""
"Barbados","BRB","1987","","","","","602","","","3","","","","","","","","",""
"Barbados","BRB","1988","","","","","602","","","4","","","","","","","","",""
"Barbados","BRB","1989","","","","","602","","","4","","","","","","","","",""
"Barbados","BRB","1990","","","13","","602","","","-3","0","4","159","3","69","132198","","",""
"Barbados","BRB","1991","","","8","","603","23","","-4","0","4","157","3","68","131957","","",""
"Barbados","BRB","1992","","","8","","605","23","","-6","0","4","161","3","70","131733","","",""
"Barbados","BRB","1993","","","8","","607","25","","1","0","4","162","3","72","133917","","",""
"Barbados","BRB","1994","","","8","","609","23","","2","0","4","164","4","73","136015","","",""
"Barbados","BRB","1995","","","6","","610","20","","2","0","5","163","4","75","137944","","",""
"Barbados","BRB","1996","","","","","611","15","","4","1","5","162","4","75","136149","","",""
"Barbados","BRB","1997","","","","","612","15","","5","1","5","162","4","76","138366","","",""
"Barbados","BRB","1998","","","7","","613","12","","4","1","5","156","4","74","138898","","",""
"Barbados","BRB","1999","","","9","","614","11","","0","1","5","147","4","70","139642","","",""
"Barbados","BRB","2000","","","7","","615","9","","4","1","6","146","4","69","142025","","",""
"Barbados","BRB","2001","","","9","","617","10","","-2","1","5","142","4","68","144594","","",""
"Barbados","BRB","2002","","","9","","620","10","","1","1","6","149","4","73","143335","","",""
"Barbados","BRB","2003","Americas","Caribbean","12","","622","11","","2","1","6","156","4","78","145813","","",""
"Barbados","BRB","2004","Americas","Caribbean","8","","624","10","","1","1","6","159","4","82","147648","","",""
"Barbados","BRB","2005","Americas","Caribbean","10","","627","9","","4","1","6","155","4","84","148408","","",""
"Barbados","BRB","2006","Americas","Caribbean","13","","629","9","","6","1","6","156","4","88","145822","","",""
"Barbados","BRB","2007","Americas","Caribbean","9","","631","7","","2","1","6","156","4","89","146641","507.17","",""
"Barbados","BRB","2008","Americas","Caribbean","8","","634","8","","1","1","6","154","4","90","147080","505","",""
"Barbados","BRB","2009","Americas","Caribbean","7","","637","10","","-5","1","6","147","4","88","147741","516.73","",""
"Barbados","BRB","2010","Americas","Caribbean","11","","639","11","","-2","1","6","148","4","91","148400","512.0599999999999","",""
"Barbados","BRB","2011","Americas","Caribbean","10","","641","11","","-1","1","6","149","4","93","149131","507.42","",""
"Barbados","BRB","2012","Americas","Caribbean","8","","642","12","","-0","1","7","150","4","95","146825","501.06","",""
"Barbados","BRB","2013","Americas","Caribbean","8","","644","12","","-1","1","7","153","4","98","148815","494.01","",""
"Barbados","BRB","2014","Americas","Caribbean","9","","645","12","","-0","1","7","157","4","102","143390","501.05","",""
"Barbados","BRB","2015","Americas","Caribbean","11","","647","10","4016263534","2","1","7","160","4","105","144417","492.98","",""
"Barbados","BRB","2016","Americas","Caribbean","8","","648","8","","3","1","7","163","4","109","148685","484.62","",""
"Barbados","BRB","2017","Americas","Caribbean","10","","649","9","","0","1","7","166","4","113","147106","479.72","",""
"Barbados","BRB","2018","","","10","","650","8","","-1","1","7","173","4","118","146039","","",""
"Barbados","BRB","2019","","","17","","652","8","","-0","1","8","184","4","126","143823","","",""
"Barbados","BRB","2020","","","14","","653","10","","-13","","","","","","140212","","",""
"Barbados","BRB","2021","","","","","","10","","-0","","","","","","141327","","",""
"Belarus","BLR","1960","","","","","","","","","","","","","","","","",""
"Belarus","BLR","1961","","","","","41","","","","","","","","","","","",""
"Belarus","BLR","1962","","","","","41","","","","","","","","","","","",""
"Belarus","BLR","1963","","","","","42","","","","","","","","","","","",""
"Belarus","BLR","1964","","","","","42","","","","","","","","","","","",""
"Belarus","BLR","1965","","","","","42","","","","","","","","","","","",""
"Belarus","BLR","1966","","","","","43","","","","","","","","","","","",""
"Belarus","BLR","1967","","","","","43","","","","","","","","","","","",""
"Belarus","BLR","1968","","","","","44","","","","","","","","","","","",""
"Belarus","BLR","1969","","","","","44","","","","","","","","","","","",""
"Belarus","BLR","1970","","","","","45","","","","","","","","","","","",""
"Belarus","BLR","1971","","","","","45","","","","","","","","","","","",""
"Belarus","BLR","1972","","","","","45","","","","","","","","","","","",""
"Belarus","BLR","1973","","","","","46","","","","","","","","","","","",""
"Belarus","BLR","1974","","","","","46","","","","","","","","","","","",""
"Belarus","BLR","1975","","","","","46","","","","","","","","","","","",""
"Belarus","BLR","1976","","","","","46","","","","","","","","","","","",""
"Belarus","BLR","1977","","","","","47","","","","","","","","","","","",""
"Belarus","BLR","1978","","","","","47","","","","","","","","","","","",""
"Belarus","BLR","1979","","","","","47","","","","","","","","","","","",""
"Belarus","BLR","1980","","","","","48","","","","","","","","","","","",""
"Belarus","BLR","1981","","","","","48","","","","","","","","","","","",""
"Belarus","BLR","1982","","","","","48","","","","","","","","","","","",""
"Belarus","BLR","1983","","","","","49","","","","","","","","","","","",""
"Belarus","BLR","1984","","","","","49","","","","","","","","","","","",""
"Belarus","BLR","1985","","","","","49","","","","","","","","","","","",""
"Belarus","BLR","1986","","","","","49","","","","","","","","","","","",""
"Belarus","BLR","1987","","","","","50","","","","","","","","","","","",""
"Belarus","BLR","1988","","","","","50","","","","","","","","","","","",""
"Belarus","BLR","1989","","","","","50","","","","","","","","","","","",""
"Belarus","BLR","1990","","","5","","50","","","","131","1398","22443","370","6194","4653509","","",""
"Belarus","BLR","1991","","","5","","50","1","","-1","144","1546","23452","396","6683","4644143","","",""
"Belarus","BLR","1992","","","6","","50","3","","-10","157","1738","24422","430","7295","4659164","","",""
"Belarus","BLR","1993","","","7","","50","8","","-8","175","1976","27009","488","8280","4676652","","",""
"Belarus","BLR","1994","","","8","","50","13","13714970177","-12","181","2128","27321","513","8703","4700525","","",""
"Belarus","BLR","1995","","","10","","50","18","9988111870","-10","191","2282","28426","553","9383","4725255","","",""
"Belarus","BLR","1996","","","10","","50","24","10811435124","3","193","2378","28251","568","9613","4721328","","",""
"Belarus","BLR","1997","","","10","","50","17","11955238054","11","198","2506","28626","597","10068","4705649","","",""
"Belarus","BLR","1998","","","10","32","50","14","13324266866","8","212","2647","29125","639","10642","4711156","","",""
"Belarus","BLR","1999","","","10","32","49","13","13711723827","3","233","2725","29720","713","11149","4735445","","",""
"Belarus","BLR","2000","","","10","31","49","12","14989575490","6","236","2705","28018","720","10897","4792992","","",""
"Belarus","BLR","2001","","","10","31","49","12","16513702096","5","275","2790","29362","801","11588","4840761","","",""
"Belarus","BLR","2002","","","10","30","49","11","17746655862","5","382","2816","30566","1000","12377","4874607","","",""
"Belarus","BLR","2003","Europe","Eastern Europe","","29","48","10","19485464628","7","410","2763","29453","1066","12294","4897258","361.05","4",""
"Belarus","BLR","2004","Europe","Eastern Europe","","26","48","10","21978995959","11","384","2669","28563","1054","12166","4914756","333.78","5",""
"Belarus","BLR","2005","Europe","Eastern Europe","","28","48","9","25245260596","9","383","2630","28985","1115","12588","4930387","","5",""
"Belarus","BLR","2006","Europe","Eastern Europe","","28","47","8","28865220571","10","361","2551","27649","1114","12273","4947148","","5",""
"Belarus","BLR","2007","Europe","Eastern Europe","7","30","47","8","31893999922","9","354","2478","25949","1125","11778","4970097","","5",""
"Belarus","BLR","2008","Europe","Eastern Europe","6","28","47","7","37107169230","10","318","2426","25918","1120","11934","4995641","","4",""
"Belarus","BLR","2009","Europe","Eastern Europe","5","28","47","6","35560980977","0","325","2555","25844","1178","12128","5018321","","4",""
"Belarus","BLR","2010","Europe","Eastern Europe","4","29","47","6","38420425516","8","383","2917","26230","1258","12642","5034023","","5",""
"Belarus","BLR","2011","Europe","Eastern Europe","4","27","47","6","45266743084","5","364","2996","26464","1271","12845","5043198","","5",""
"Belarus","BLR","2012","Europe","Eastern Europe","4","26","47","6","46971957644","2","348","2899","23337","1117","11186","5045691","","5",""
"Belarus","BLR","2013","Europe","Eastern Europe","4","27","47","6","46883030765","1","346","3077","22773","1075","10902","5043888","","5",""
"Belarus","BLR","2014","Europe","Eastern Europe","4","27","47","6","48379537118","2","330","3143","22450","1035","10587","5042125","","6",""
"Belarus","BLR","2015","Europe","Eastern Europe","3","26","47","6","46274723260","-4","297","3057","21987","965","10118","5042141","","5",""
"Belarus","BLR","2016","Europe","Eastern Europe","3","25","47","6","43653995345","-3","275","3037","21922","923","9893","5038419","","5",""
"Belarus","BLR","2017","Europe","Eastern Europe","3","25","47","6","45401312168","3","255","3016","22288","895","9865","5025143","","6",""
"Belarus","BLR","2018","","","2","25","47","5","47312275371","3","244","2989","22086","876","9800","4998649","","6",""
"Belarus","BLR","2019","","","2","25","46","4","48259912907","1","235","2973","22377","862","9807","4971033","","6",""
"Belarus","BLR","2020","","","","24","46","4","45804220098","-1","","","","","","4931564","","6",""
"Belarus","BLR","2021","","","","","","4","","2","","","","","","4912087","","",""
"Belgium","BEL","1960","","","","","","","","","","","","","","","","",""
"Belgium","BEL","1961","","","","","280","","","5","","","","","","","","",""
"Belgium","BEL","1962","","","","","281","","","5","","","","","","","","",""
"Belgium","BEL","1963","","","","","283","","","4","","","","","","","","",""
"Belgium","BEL","1964","","","","","286","","","7","","","","","","","","",""
"Belgium","BEL","1965","","","","","288","","","4","","","","","","","","",""
"Belgium","BEL","1966","","","","","290","","","3","","","","","","","","",""
"Belgium","BEL","1967","","","","","292","","","4","","","","","","","","",""
"Belgium","BEL","1968","","","","","293","","","4","","","","","","","","",""
"Belgium","BEL","1969","","","","","294","","","7","","","","","","","","",""
"Belgium","BEL","1970","","","","","294","","156718423430","6","","","","","","","","",""
"Belgium","BEL","1971","","","","","295","","161881361649","4","","","","","","","","",""
"Belgium","BEL","1972","","","","","296","","172275321361","5","","","","","","","","",""
"Belgium","BEL","1973","","","","","297","","184027654403","6","","","","","","","","",""
"Belgium","BEL","1974","","","","","298","","187151709553","5","","","","","","","","",""
"Belgium","BEL","1975","","","","","299","","184891452342","-2","","","","","","","","",""
"Belgium","BEL","1976","","","","","299","","195423799275","6","","","","","","","","",""
"Belgium","BEL","1977","","","","","300","","195598973738","1","","","","","","","","",""
"Belgium","BEL","1978","","","","","300","","201152572252","3","","","","","","","","",""
"Belgium","BEL","1979","","","","","300","","205587807436","2","","","","","","","","",""
"Belgium","BEL","1980","","","","","300","","203986419575","4","","","","","","","","",""
"Belgium","BEL","1981","","","","","300","","198853408231","-0","","","","","","","","",""
"Belgium","BEL","1982","","","","","300","","198175363202","1","","","","","","","","",""
"Belgium","BEL","1983","","","","","300","","199786591049","0","","","","","","","","",""
"Belgium","BEL","1984","","","","","300","","206145562999","2","","","","","","","","",""
"Belgium","BEL","1985","","","","25","300","","212176930929","2","","","","","","","","",""
"Belgium","BEL","1986","","","","","300","","221777853190","2","","","","","","","","",""
"Belgium","BEL","1987","","","","","301","","229307412712","2","","","","","","","","",""
"Belgium","BEL","1988","","","","26","302","","243070381857","5","","","","","","","","",""
"Belgium","BEL","1989","","","","","303","","252638727878","3","","","","","","","","",""
"Belgium","BEL","1990","","","1","","304","","259005464917","3","71","242","24996","430","6520","3945699","","",""
"Belgium","BEL","1991","","","1","","305","7","264567988735","2","81","250","24776","451","6478","4035746","","",""
"Belgium","BEL","1992","","","1","25","306","7","270522391647","2","90","261","24731","472","6531","4081207","","",""
"Belgium","BEL","1993","","","1","","307","8","272742999703","-1","107","269","24803","510","6597","4106266","","",""
"Belgium","BEL","1994","","","1","","308","10","284594013223","3","120","277","24522","541","6618","4171786","","",""
"Belgium","BEL","1995","","","1","28","309","9","288945387713","2","129","276","24568","568","6650","4202026","","3","52"
"Belgium","BEL","1996","","","1","","309","9","291073871384","1","138","285","24318","586","6649","4205314","","3","53"
"Belgium","BEL","1997","","","1","27","310","9","301131648979","4","141","294","24095","599","6697","4229113","","3","51"
"Belgium","BEL","1998","","","","","311","9","307195963723","2","139","318","23955","606","6729","4269462","","3","51"
"Belgium","BEL","1999","","","","","312","9","314060838128","4","150","328","23758","624","6786","4371569","","3","50"
"Belgium","BEL","2000","","","2","33","339","7","321651925728","4","161","348","23449","637","6905","4416525","","3","49"
"Belgium","BEL","2001","","","3","","340","6","322518137011","1","163","362","23042","640","6931","4315763","","3","49"
"Belgium","BEL","2002","","","3","","341","7","328027515013","2","162","367","22959","643","7052","4365043","","3","50"
"Belgium","BEL","2003","Europe","Western Europe","","28","343","8","328822097324","1","162","375","22589","641","7110","4402418","348.57","3","51"
"Belgium","BEL","2004","Europe","Western Europe","","30","344","7","337502354496","4","161","384","21899","639","7072","4485839","353.13","3","49"
"Belgium","BEL","2005","Europe","Western Europe","","29","346","8","341696293886","2","167","394","21576","653","7122","4626679","368.93","3","52"
"Belgium","BEL","2006","Europe","Western Europe","","28","348","8","348271397144","3","169","411","20958","663","7067","4646803","366.92","4","48"
"Belgium","BEL","2007","Europe","Western Europe","","29","351","7","360524156317","4","182","427","20763","699","7138","4728844","361.92","3","48"
"Belgium","BEL","2008","Europe","Western Europe","","28","354","7","354738534953","0","195","456","20557","748","7250","4777353","357.93","4","50"
"Belgium","BEL","2009","Europe","Western Europe","","29","357","8","349338109516","-2","200","466","20709","767","7231","4797214","367.63","3","54"
"Belgium","BEL","2010","Europe","Western Europe","","28","360","8","355320826718","3","201","476","20686","784","7207","4893955","364.97","3","53"
"Belgium","BEL","2011","Europe","Western Europe","","28","365","7","350346309425","2","197","490","20632","801","7236","4876780","343.62","3","55"
"Belgium","BEL","2012","Europe","Western Europe","","28","367","8","363019831770","1","197","508","20817","824","7311","4910968","345.91","3","56"
"Belgium","BEL","2013","Europe","Western Europe","","28","369","8","365761085192","0","198","520","20676","839","7276","4962050","345.45","3","56"
"Belgium","BEL","2014","Europe","Western Europe","","28","370","9","371930056095","2","200","522","20188","845","7113","4978926","337.47","3","55"
"Belgium","BEL","2015","Europe","Western Europe","","28","372","8","381307019790","2","203","530","20265","865","7176","4989597","334.55","3","54"
"Belgium","BEL","2016","Europe","Western Europe","","28","374","8","386750007926","1","205","529","19996","864","7067","4997187","331.97","3","53"
"Belgium","BEL","2017","Europe","Western Europe","","27","376","7","391107016268","2","211","529","20120","871","7083","5086330","333.2","3","52"
"Belgium","BEL","2018","","","","27","377","6","396407919211","2","217","525","20231","880","7137","5144068","","3",""
"Belgium","BEL","2019","","","","27","379","5","407370621873","2","224","525","20445","894","7237","5194405","","3",""
"Belgium","BEL","2020","","","","26","381","6","379037516164","-5","","","","","","5167188","","3",""
"Belgium","BEL","2021","","","","","","6","","6","","","","","","5262812","","",""
"Belize","BLZ","1960","","","","","","","","","","","","","","","","",""
"Belize","BLZ","1961","","","","","4","","","5","","","","","","","","",""
"Belize","BLZ","1962","","","","","4","","","5","","","","","","","","",""
"Belize","BLZ","1963","","","","","4","","","5","","","","","","","","",""
"Belize","BLZ","1964","","","","","4","","","5","","","","","","","","",""
"Belize","BLZ","1965","","","","","5","","","5","","","","","","","","",""
"Belize","BLZ","1966","","","","","5","","","5","","","","","","","","",""
"Belize","BLZ","1967","","","","","5","","","5","","","","","","","","",""
"Belize","BLZ","1968","","","","","5","","","7","","","","","","","","",""
"Belize","BLZ","1969","","","","","5","","","5","","","","","","","","",""
"Belize","BLZ","1970","","","","","5","","","5","","","","","","","","",""
"Belize","BLZ","1971","","","","","5","","","4","","","","","","","","",""
"Belize","BLZ","1972","","","","","5","","","10","","","","","","","","",""
"Belize","BLZ","1973","","","","","6","","","5","","","","","","","","",""
"Belize","BLZ","1974","","","","","6","","","14","","","","","","","","",""
"Belize","BLZ","1975","","","","","6","","","4","","","","","","","","",""
"Belize","BLZ","1976","","","","","6","","","-0","","","","","","","","",""
"Belize","BLZ","1977","","","","","6","","","6","","","","","","","","",""
"Belize","BLZ","1978","","","","","6","","","8","","","","","","","","",""
"Belize","BLZ","1979","","","","","6","","","8","","","","","","","","",""
"Belize","BLZ","1980","","","","","6","","540393767","13","","","","","","","","",""
"Belize","BLZ","1981","","","","","7","","432089775","1","","","","","","","","",""
"Belize","BLZ","1982","","","","","7","","421041555","-0","","","","","","","","",""
"Belize","BLZ","1983","","","","","7","","418655955","-2","","","","","","","","",""
"Belize","BLZ","1984","","","","","7","","422258213","2","","","","","","","","",""
"Belize","BLZ","1985","","","","","7","","380647565","1","","","","","","","","",""
"Belize","BLZ","1986","","","","","7","","416915743","5","","","","","","","","",""
"Belize","BLZ","1987","","","","","7","","499298506","11","","","","","","","","",""
"Belize","BLZ","1988","","","","","8","","567576419","10","","","","","","","","",""
"Belize","BLZ","1989","","","","","8","","622308185","13","","","","","","","","",""
"Belize","BLZ","1990","","","","","8","","663563931","11","0","2","66","1","31","57879","","",""
"Belize","BLZ","1991","","","","","8","10","705178711","11","0","2","64","1","32","59628","","",""
"Belize","BLZ","1992","","","","","8","10","750688127","12","0","2","66","1","34","61427","","",""
"Belize","BLZ","1993","","","","60","9","10","788727092","6","0","2","68","2","35","63068","","",""
"Belize","BLZ","1994","","","","61","9","11","810753574","0","0","3","71","2","37","64686","","",""
"Belize","BLZ","1995","","","","","9","12","836502376","1","0","3","75","2","42","67150","","",""
"Belize","BLZ","1996","","","","57","9","14","830469639","1","0","3","81","2","46","70222","","",""
"Belize","BLZ","1997","","","","60","10","13","791927512","4","0","4","90","2","51","73827","","",""
"Belize","BLZ","1998","","","","55","10","14","821945975","4","0","4","99","3","57","77732","","",""
"Belize","BLZ","1999","","","","53","10","13","867386445","9","1","5","106","3","60","81714","","",""
"Belize","BLZ","2000","","","17","","11","11","863005104","13","1","5","109","4","62","85670","","",""
"Belize","BLZ","2001","","","25","","11","9","891602684","5","1","5","100","4","64","89568","","",""
"Belize","BLZ","2002","","","33","","11","10","936053894","5","1","5","95","4","63","93480","","",""
"Belize","BLZ","2003","Americas","Central America","25","","12","10","951516288","9","1","5","95","4","64","97460","","",""
"Belize","BLZ","2004","Americas","Central America","29","","12","11","952731318","5","1","5","96","4","66","101512","","",""
"Belize","BLZ","2005","Americas","Central America","29","","12","11","971641841","2","1","5","97","4","68","105694","347.89","",""
"Belize","BLZ","2006","Americas","Central America","32","","13","9","993281351","5","1","6","99","4","70","110038","373.88","",""
"Belize","BLZ","2007","Americas","Central America","32","","13","9","963278507","3","1","6","99","4","73","114553","","",""
"Belize","BLZ","2008","Americas","Central America","34","","13","8","954412148","-2","1","6","99","4","76","119222","","",""
"Belize","BLZ","2009","Americas","Central America","31","","14","8","1040253649","-0","1","7","103","4","80","124045","368.89","",""
"Belize","BLZ","2010","Americas","Central America","40","","14","8","994590982","1","1","7","108","5","85","129090","370.81","",""
"Belize","BLZ","2011","Americas","Central America","38","","14","8","1058787449","-0","1","7","110","5","88","134322","376.06","",""
"Belize","BLZ","2012","Americas","Central America","43","","15","8","1115539485","4","1","8","112","5","90","139630","367.16","",""
"Belize","BLZ","2013","Americas","Central America","29","","15","8","1150512813","5","1","8","118","5","93","145052","431.79","",""
"Belize","BLZ","2014","Americas","Central America","35","","15","8","1212440920","4","1","9","126","6","97","151931","488.95","",""
"Belize","BLZ","2015","Americas","Central America","33","","16","8","1349944910","3","1","9","134","7","104","157867","","",""
"Belize","BLZ","2016","Americas","Central America","37","","16","7","1383186580","0","1","10","139","6","110","163868","","",""
"Belize","BLZ","2017","Americas","Central America","38","","16","7","1405016010","-2","1","10","145","7","114","167852","","",""
"Belize","BLZ","2018","","","37","","17","8","1405959490","1","1","11","155","7","118","172955","","",""
"Belize","BLZ","2019","","","34","","17","9","1458749824","5","1","11","162","7","123","177832","","",""
